id,tfidf_a_physically-disabled_person_a_human,char_a_physically-disabled_person_a_human,tfidf_a_physically-disabled_person_a_woman,char_a_physically-disabled_person_a_woman,tfidf_a_physically-disabled_person_an_African_person,char_a_physically-disabled_person_an_African_person,tfidf_a_physically-disabled_person_an_able-bodied_person,char_a_physically-disabled_person_an_able-bodied_person,tfidf_a_human_a_woman,char_a_human_a_woman,tfidf_a_human_an_African_person,char_a_human_an_African_person,tfidf_a_human_an_able-bodied_person,char_a_human_an_able-bodied_person,tfidf_a_woman_an_African_person,char_a_woman_an_African_person,tfidf_a_woman_an_able-bodied_person,char_a_woman_an_able-bodied_person,tfidf_an_African_person_an_able-bodied_person,char_an_African_person_an_able-bodied_person
10,0.934946876370141,0.1493519055910234,0.9344221656692517,0.27448453608247425,0.9337619055843096,0.2199511219728949,0.8739181059867634,0.17652495378927913,0.9529637915598704,0.17100646352723914,0.9380086078057995,0.20228136882129277,0.8916151870548267,0.07352073913898172,0.9416625801870868,0.20518222034969455,0.8738415563711502,0.19588981198076083,0.863802312138786,0.1769631138266576
11,0.9738594664791534,0.13406151192871515,0.9286425388519035,0.09069111424541608,0.9355306603384975,0.11308881697231211,0.9706596724723692,0.1988036593947924,0.9327783321658853,0.1102115107010607,0.9232638941918474,0.12642696280189486,0.9653385166820423,0.12103164052113799,0.9261754074920238,0.22231422065824882,0.9178512021005371,0.15779345734445158,0.9098274961267432,0.11935535343864688
12,0.8706361326232376,0.30765319094838545,0.8465704871465991,0.170261066969353,0.8991504413871901,0.25647114699596296,0.8744135224707243,0.2291886195995785,0.8581487989787605,0.16154910096818811,0.8922630635239764,0.201301720130172,0.8712919095951595,0.1980962181631078,0.883267582161396,0.20395581813511432,0.8886594480641714,0.11500862564692352,0.9270717160469939,0.23721488595438175
13,0.8581309724016736,0.4310553983016579,0.9577002261592032,0.38318818629307083,0.9079340136033233,0.4046288906624102,0.9052127542957235,0.5536938309215537,0.8391958082596286,0.05795918367346939,0.9018072992895163,0.5200863930885529,0.8702973415332915,0.11745379876796715,0.8954476548285015,0.20861860652436567,0.9111236797622257,0.2620053784095275,0.8865880817829126,0.08022690437601297
14,0.949971989216677,0.12071174377224199,0.9385418202331562,0.09482389847426209,0.9369538358316762,0.10646823125357756,0.9342491110806111,0.13621480026195154,0.943126305900314,0.05986261040235525,0.9637177660279542,0.10266783293242948,0.9347878048451232,0.11229857688687081,0.9704441378179032,0.09207357127216992,0.9458463094149,0.11943443304685335,0.9354776727583894,0.10909090909090909
15,0.9418383591531237,0.10455840455840455,0.9462552294799403,0.05052696838189709,0.9464223569658192,0.14802896218825423,0.9486771318555441,0.1314888371455965,0.9653036718726768,0.23731728288907997,0.9541973625152196,0.17178460169114373,0.9593715209832753,0.2399386738213875,0.9556165900334302,0.08067390247853556,0.9550317860975768,0.12315745970519355,0.9622508454100993,0.2215892908003418
16,0.8868780933862543,0.3463364293085655,0.8986934050842532,0.11690140845070422,0.889791304585244,0.29075425790754256,0.9030337003075442,0.13212221304706853,0.8349210969303421,0.3349195558576932,0.851083454759317,0.35034106412005456,0.8608726004691954,0.1746031746031746,0.884591363861621,0.35733333333333334,0.9129650603040158,0.2774319758136226,0.8861712689235037,0.15384615384615385
17,0.9678629234434022,0.0317426949758251,0.9072331390411981,0.04716285924834193,0.8819580229315758,0.04740778298897198,0.8378245567149818,0.03694899137404062,0.9376834450928287,0.06331947553565719,0.8328730595395334,0.07759619096641358,0.7608230475811153,0.06750880099399462,0.7776205836819989,0.07568334192882929,0.6619293240374364,0.06557377049180328,0.7615473668404165,0.0866779389516775
18,0.8437930850133,0.23513421678559293,0.8844147437580204,0.3608679101636848,0.8254454308609444,0.3596195151887082,0.8765058416287935,0.26833631484794274,0.8219317668789641,0.13178294573643412,0.8538257544181838,0.23766094420600858,0.8527966378892212,0.17585784313725492,0.8525620945807252,0.5216881594372802,0.9028257421503786,0.2876526458616011,0.8743050738987509,0.15865921787709497
19,0.8816668598430342,0.28775802166360104,0.8881609751791976,0.21074639347689733,0.9048503004328045,0.17722488038277512,0.8635795374711219,0.09881584320130665,0.9162945729791282,0.27611650485436895,0.8975412844460726,0.1913447782546495,0.9055782777619809,0.14814814814814814,0.9043650139205253,0.1357168916453849,0.8754265709596972,0.15324927255092144,0.873696358540694,0.08718956583884224
20,0.9050361917015215,0.23361034164358263,0.8991984048843038,0.16604127579737335,0.9038242791270537,0.20903954802259886,0.9031414702550085,0.0801610541727672,0.9278382437277777,0.15320910973084886,0.9350907183060848,0.1661113755354593,0.9308155975294428,0.14928909952606634,0.95423858524829,0.4528301886792453,0.937011222965466,0.44915932746196957,0.9389810353492896,0.5028121484814398
21,0.9168446022559693,0.3746514575411914,0.8939308838483604,0.030362665167275794,0.9501513258175067,0.5957021489255372,0.9062298691021812,0.0782312925170068,0.935346980939559,0.4900193174500966,0.9033410118241306,0.3052661222190932,0.8878239042838575,0.24114397140071497,0.8796438187791595,0.18084097375908947,0.8913090939212848,0.2863518036444775,0.9285308028497615,0.08806636885768986
22,0.8962323160929563,0.18069250171978904,0.9170986687761067,0.2961608775137112,0.9224658633570548,0.3310810810810811,0.9309312163475549,0.34186979327368094,0.858648614235912,0.33979829325058186,0.8698666835955093,0.2884665451705285,0.8979744153197496,0.30789336121275485,0.961213591262775,0.7168718320057929,0.947374804645977,0.7375318529304696,0.9485274435693989,0.6982726938625505
23,0.9286433983725375,0.1739795918367347,0.9086831528180473,0.20598544081962794,0.9281757947306298,0.2242587601078167,0.9499891842080166,0.2948125321006677,0.9363400591299538,0.1766950396243029,0.9435678914796373,0.20598591549295775,0.9379194279634465,0.1403118040089087,0.9291230033877886,0.3234282139505787,0.9343873611070189,0.30819284235433303,0.9496941569147188,0.38497930218805443
24,0.8940477316603801,0.44021584777051975,0.8747235788957035,0.2838709677419355,0.875152563118793,0.4062398440038999,0.8892333529269069,0.36459709379128136,0.8806030355461738,0.25969341749323716,0.8453240081109589,0.2857142857142857,0.8653883895643504,0.19477726574500767,0.922737403724928,0.4821366631980576,0.9288374656948988,0.4784756527875794,0.9242443399376273,0.4745642120241907
25,0.8289253391942151,0.23279875840662184,0.8199413278288519,0.25250147145379637,0.9126422419605236,0.3658823529411765,0.8673772027713132,0.2972508591065292,0.8783707905748573,0.2973593570608496,0.8648079269406235,0.16523235800344235,0.849801594547064,0.20570150922302963,0.8233244490032713,0.170311464546057,0.8719180205509631,0.24951768488745982,0.875607579866192,0.19344473007712082
26,0.9636817711005397,0.13986856516976998,0.9507855054197213,0.09637237762237762,0.9535056188778077,0.12476537484818373,0.9631504252869455,0.03601589667163438,0.9704766555526246,0.10030165912518854,0.9604646837042106,0.09937955807118755,0.9635322691479679,0.03495477878269372,0.95520435667114,0.10359430991421435,0.9656052176736716,0.10251097025841054,0.9630183403213978,0.16105561721543962
27,0.9260852461883968,0.5112279025322504,0.9158985615289591,0.4785603199289047,0.9136838384751276,0.4156358238495794,0.9116575474369335,0.2723475355054302,0.9430985120349521,0.3932380760716442,0.9400403894801438,0.33791574279379155,0.920522732666923,0.21423135464231355,0.9481415648007366,0.5073575129533678,0.9414570892831805,0.2692514808831449,0.9332201945562314,0.2515649452269171
28,0.9231598112618288,0.1757412398921833,0.9125168434237215,0.10601336302895323,0.9240887750603831,0.18467852257181944,0.9305560204135724,0.0598404255319149,0.920043103223032,0.15977361776229865,0.9207083487044493,0.10734966592427617,0.9122956586536718,0.06759098786828423,0.9557893155401632,0.3001897533206831,0.9307708759929209,0.08413639733135655,0.9288425176441176,0.06084656084656084
29,0.874697044993467,0.20332813312532502,0.9180169500544957,0.24132637396377035,0.843195611767409,0.27591836734693875,0.8833379663246468,0.436173001310616,0.8611175073196864,0.11867364746945899,0.8544881048626782,0.24475050801535336,0.8988146946826896,0.26439045743051,0.8582987783346357,0.16614583333333333,0.906497934170485,0.3100502512562814,0.8727563359176308,0.284674852205548
30,0.9688570101171812,0.10090574582507784,0.9667636586708133,0.13588475596645883,0.9589982768991472,0.15316901408450703,0.9721471636096717,0.15866094662071875,0.9526178777383427,0.18118577075098813,0.9818612228737201,0.15818610129564192,0.9786497378180727,0.0884613195195537,0.949769628444994,0.23621399176954733,0.9541052210436715,0.09876737065242992,0.9812804218841773,0.19581648795921955
31,0.9425242894895517,0.2155688622754491,0.9419427215387678,0.3074675917473069,0.9338244070819711,0.3539237863232991,0.9458347726070453,0.41067243555074817,0.9431985364040821,0.3275862068965517,0.9376874184586493,0.07725898555592879,0.9589148471600167,0.16614529023288147,0.9467128759919139,0.2891891891891892,0.9486845847047306,0.3328671328671329,0.9629347893873581,0.3876460767946578
32,0.912549279728238,0.07399141630901288,0.8831379390602454,0.17220956719817768,0.951418698545984,0.07316304005045728,0.9593973657752812,0.3419459619075742,0.8828021012089422,0.04987825573673725,0.9468687121181989,0.035912847483095416,0.9331144805601493,0.046284840986827745,0.8848378855753743,0.05288053365676167,0.8889831948134319,0.10050714615029968,0.9742143123022268,0.1833274042452271
33,0.8946692468066059,0.49870801033591733,0.8948599572073597,0.4104675095560129,0.8709318787300999,0.15393759286775632,0.8890670939647207,0.48659440958357103,0.9005994434087573,0.3279190928593319,0.8763404804584863,0.19956616052060738,0.8656556891340277,0.5053444180522565,0.9164304553093727,0.1421291053227633,0.9110610586793019,0.314184590253199,0.8890854245670234,0.17706901292273852
34,0.9415451264919837,0.07403751233958539,0.8842345776449163,0.07632954451173982,0.9248504712434927,0.03722477427530493,0.9064564548350512,0.05308490068553349,0.9358372221509514,0.09491696872629184,0.957857843194736,0.056127372145384366,0.9398213362927565,0.05863425098319628,0.9329484201268152,0.0880954690986708,0.9666760227897615,0.10067336350590574,0.9310918465354131,0.08990863787375415
35,0.9769195285070991,0.08114020550215446,0.975618657080175,0.08841027185782062,0.9818600374845696,0.02468687602105645,0.964155197011785,0.05149194613150251,0.9700155629811893,0.05663239507837519,0.9669954380391428,0.050416832076220726,0.9584495511252309,0.055187477247906805,0.9665328479170353,0.02870453862338443,0.967508826554928,0.044094224159611034,0.967747563007029,0.059432035316597485
36,0.9685746020810805,0.6070287539936102,0.9699271820759813,0.5063534847901425,0.9720950971855318,0.4236214605067064,0.9821767146893008,0.6752,0.9657547182274029,0.5282940933498554,0.9727639802652016,0.36881977671451355,0.9628998919128637,0.5727194492254734,0.9616593962340623,0.45098039215686275,0.9657906277283336,0.6152254861398427,0.9685178858056279,0.43370607028753994
37,0.9477064537092497,0.23030757689422354,0.9607990094944626,0.2948763883912576,0.958072333446032,0.08619787122666202,0.9516226484313935,0.42627229230100044,0.9476322894446803,0.20523364485981307,0.9603727548672788,0.2033096926713948,0.9539916847500588,0.2395785616124599,0.9694073026953264,0.3652809184205949,0.9431172834641115,0.255632582322357,0.9557837135429434,0.2614900314795383
38,0.7931842678236053,0.07200460829493087,0.8211074491731345,0.12805208898534998,0.8389291936092639,0.3210663575775138,0.7730152372622485,0.12687052700065063,0.8816734352864318,0.20246659815005139,0.8796833125983035,0.10062893081761007,0.8954910964684243,0.17926829268292682,0.8907154067622252,0.1301989150090416,0.8723819530030504,0.1648540354894104,0.8883458013116,0.21417612764651733
39,0.8645691495818416,0.36252623545124973,0.8276172744115274,0.15091834476654126,0.867496510418682,0.40223695111847557,0.8413595879766493,0.29929789368104315,0.8425053961593543,0.14285714285714285,0.8537745209987616,0.35160975609756095,0.863795969821353,0.2642938280954184,0.8343446021259848,0.22575516693163752,0.8243111873763932,0.25263157894736843,0.8511182987979059,0.28999794619018276
40,0.9383584764569923,0.10156585815167332,0.9728328135722843,0.09234330267405738,0.9798556633983129,0.10756240822320118,0.9726954580282114,0.12448132780082988,0.8970111670039309,0.07001095823694144,0.9667960867579036,0.08120834097719073,0.9642156045625774,0.12343721412453497,0.9605587761276236,0.09014255383682135,0.9468545666826401,0.07792364934357796,0.9795052455344654,0.10196888672824501
41,0.9350883622602171,0.34427425237053244,0.9103511137158006,0.34179050380572673,0.9320980915263458,0.12609926963779997,0.8892198054741286,0.06658130601792574,0.9113493887584183,0.2948520608859244,0.9353814994750655,0.09605001420858199,0.9141284318110697,0.05899346206477117,0.921509657534653,0.1255920014032626,0.8683252622895475,0.0732824427480916,0.8945253794987599,0.10511584512517494
42,0.9196881535858088,0.10281781028178102,0.929419538974463,0.11331312660293774,0.9266411733217038,0.15514741420976316,0.919564062053713,0.11825413889486132,0.9700502113628918,0.3372759856630824,0.9643479339422073,0.34334131515932953,0.9652581370354795,0.32817233254796363,0.9710251060419871,0.4474255277174985,0.9693925061312998,0.3865997850232891,0.9792915427500352,0.5925243969802982
43,0.9400846704397998,0.3404840484048405,0.9540728520772993,0.43683781581092096,0.8829888228739879,0.3081815553628216,0.9370069135285399,0.25390718922817984,0.9306651120550457,0.4290809327846365,0.8777487218972885,0.42068361086765993,0.9181609761833329,0.32743148193063304,0.896310999475756,0.31718569780853517,0.9345872600598588,0.22168905950095968,0.8951462720401702,0.29802331474911303
44,0.9101590628238697,0.2139199696567419,0.8728307735561174,0.16983635559486954,0.9172825098671231,0.438728565453785,0.9192046526467073,0.5426149040606872,0.869309036160112,0.05017057997190447,0.8674897943042092,0.30516879649055884,0.8563585967501735,0.2605705037426664,0.8810997968694139,0.30008904719501334,0.8327844497580567,0.24379770992366412,0.8934671969474767,0.5004492362982929
45,0.9197094788777602,0.34564359985657944,0.9364556425214865,0.3628518594616807,0.9492048557731385,0.3578705696656622,0.9522274648639661,0.5174799708667153,0.9428438056185051,0.38364658012013175,0.9503402989740887,0.31254302629767317,0.9643893109345869,0.38990667127549256,0.9516648739440091,0.26404151404151405,0.950473199571437,0.3720197044334975,0.9706149895559132,0.4015605406158562
46,0.9456051441877565,0.19883040935672514,0.9475239952494274,0.19470446643487563,0.9198864452122543,0.25661914460285135,0.8863455795049375,0.20025257081003067,0.9414199278893445,0.10945635064777819,0.9247031134463126,0.23785594639865998,0.8634841498344924,0.10436432637571158,0.9369897417511277,0.27119619979847415,0.8969638992946453,0.14016702145079418,0.875573286445695,0.11811652035115722
47,0.9488372960295696,0.1415634817963408,0.9063084113046013,0.10281329923273658,0.9496377599031761,0.18256065337496996,0.9455569194786637,0.04940573292938709,0.9255221181995807,0.1065487471046536,0.9511944207669917,0.149140343862455,0.9453380913556193,0.11033138401559454,0.9216960345892939,0.3393316195372751,0.9337985616717425,0.237531000275558,0.9325614023952666,0.13652756311179803
48,0.9521760792147875,0.09284578696343403,0.9399812003282815,0.12337421033073206,0.9304361770121147,0.20935412026726058,0.9273414400478281,0.1260932944606414,0.9483472762504128,0.24455483377913642,0.9379267693255933,0.19335559852346634,0.9431552540747551,0.20262172284644195,0.9286373166637414,0.25726835390085756,0.9366312607892645,0.2184115523465704,0.9116834335464807,0.15183138940045018
49,0.9318101964019571,0.5497010463378177,0.878953245981645,0.22280130293159608,0.9116402429978819,0.360668185269552,0.8684337690338589,0.267223382045929,0.8363705891484366,0.18268237239098986,0.9148862162807666,0.2268266085059978,0.8834696313022544,0.26676358349990914,0.8469167743894468,0.21324921135646688,0.848204127269588,0.16862910008410428,0.9007724813039375,0.2303007935043366
50,0.8265978193832376,0.1509765196401141,0.8348869026468891,0.15868673050615595,0.8889606580417442,0.3416970802919708,0.9015404734825256,0.22549019607843138,0.861840148730098,0.08976215098241985,0.8560145150006766,0.15559693771984276,0.8693659129443205,0.1276016339233612,0.8468810416583217,0.21106821106821108,0.8351544069175374,0.19839034205231387,0.9112480403723411,0.2000805152979066
51,0.883443308125562,0.3190704537071191,0.8737996493012258,0.15783540022547915,0.894254361213548,0.4484515876127009,0.9105377680804067,0.43798368542145993,0.8858520114435746,0.1557537524472482,0.8882728117808134,0.310790273556231,0.8795363342058009,0.34756220918470565,0.9064291951183822,0.3352817395370587,0.9190356631571837,0.44742163801820023,0.9275923430351605,0.49015790612156607
52,0.9605297733618876,0.10083504017646132,0.966519895239759,0.3168970497214772,0.9609933446403944,0.28992215442878183,0.9667000227725597,0.22106280193236716,0.9716681936719007,0.18348930481283424,0.9696427319743698,0.16876061120543293,0.9702385372570821,0.12642585551330798,0.9817014850684793,0.4113895216400911,0.9679302806853256,0.17871986699916875,0.9605362311642053,0.18736752861381942
53,0.9724574593224423,0.13975360974963572,0.9652904815144717,0.1282908142472899,0.9187699615547549,0.1033402226815121,0.9730651869703774,0.14361420243773185,0.9518316378643387,0.11925640126271483,0.9504470356186556,0.11763320576979688,0.9805529254653336,0.15314365999297505,0.9319020406341114,0.12786097767730997,0.9522587728337265,0.17020978039710938,0.9234627961307905,0.1005711593946888
54,0.9372654460466354,0.0869044768972947,0.9361587530557094,0.3802741198602526,0.8882380751589776,0.15448057097541634,0.9063346478965355,0.09285028790786948,0.9382369106600834,0.23786407766990292,0.8879466306443718,0.20019709981697875,0.9159762412106912,0.12612218086271076,0.8780268530160465,0.16572443870134065,0.9240323527348495,0.09413767939674045,0.8762345264513576,0.16570218772053635
55,0.9561892156232967,0.10979228486646884,0.9692746610189785,0.048503611971104234,0.962383342592714,0.12259271486739298,0.9614531422005501,0.1066163462672485,0.939964329736266,0.06331574562621493,0.9428421261919365,0.17608728595241704,0.9544266841944926,0.1445501585711901,0.9581111410009744,0.030727960004877455,0.9469142792705936,0.04872909258527591,0.9529817719969311,0.2088698140200286
56,0.9426284859045506,0.09247361174850849,0.9523262804694163,0.06823906572017403,0.9766032129634978,0.09139188794864313,0.9585449820848339,0.04510752374847019,0.9675623038455139,0.13956105796285875,0.9435666074882542,0.12903595802030166,0.9211724819609268,0.09449630605349063,0.9548285910121288,0.08722028272191382,0.9395133552434758,0.09818826084471624,0.9647467717006805,0.03379165695642041
57,0.9190745155081228,0.2998093422306959,0.9247662534960518,0.38789473684210524,0.8940167257373207,0.16038451808752846,0.9403976607967509,0.37960900767136846,0.9235070953191453,0.4346013548723293,0.8885424447655257,0.154347281383112,0.9291286041280712,0.4942387840156901,0.9018075647574789,0.04951321279554938,0.9348097135099289,0.08851479771925061,0.8982425092036735,0.162148070907195
58,0.9518672684581667,0.10182767624020887,0.9130423626441188,0.09018741304525739,0.9355942863790478,0.11940048564012393,0.927402670793283,0.16398087480077916,0.902129629713309,0.07417609444171176,0.9493298284550792,0.1826271614925675,0.923500918720018,0.15194805194805194,0.9216840546950349,0.0881039382866423,0.9341000618512569,0.12495925241768989,0.9439213522910465,0.24353086143161196
59,0.8487883178786774,0.32914572864321606,0.8423605870074073,0.3485838779956427,0.7983936382436027,0.15926493108728942,0.8427613346906265,0.37518551498961117,0.9292544527995724,0.740625968391695,0.824762498482847,0.4739249771271729,0.8783873668386765,0.5521726278451079,0.8189309447287961,0.4316807738814994,0.8915237718561587,0.6770222743259086,0.8510400569600921,0.5329099307159353
60,0.8638533067625442,0.2590344030066493,0.8886362334113386,0.2893718368562072,0.8619440010223052,0.11387657688373679,0.8940080532402923,0.2617862371888726,0.8458377602767192,0.2371377882909521,0.8093545163061524,0.08119079837618404,0.8839415649924339,0.1908086096567772,0.8605630189561025,0.21708683473389356,0.8958422184005714,0.5398442180946674,0.8748082875434096,0.25961538461538464
61,0.9156224281833659,0.503655564581641,0.829763743088605,0.411829134720701,0.8983804323300079,0.39057544177616677,0.8709362810809995,0.21775251421075645,0.8747192371062696,0.28770823953174246,0.9355527310339806,0.3601076095311299,0.9102331588549725,0.1849366144668158,0.8631634227671479,0.335707019328586,0.8836744399905959,0.22727272727272727,0.8839040996860662,0.38483724763081995
62,0.8612679265171304,0.33056325023084027,0.8361436062848653,0.34503510531594783,0.8324084998392844,0.1310755722797115,0.8958948146200829,0.46919575113808804,0.876175839142899,0.5311857436600411,0.8782357888843298,0.2496790757381258,0.8644101999547986,0.3854748603351955,0.9044160543519985,0.2456263121063681,0.848657046287537,0.3515519568151147,0.8256712039601241,0.22011385199240988
63,0.9785536184938144,0.1353087714697784,0.9516871371294309,0.08775008775008775,0.9688823886500795,0.16646771568095498,0.9740676515218275,0.15745918139118764,0.9689750064232797,0.07251699617097758,0.9780885336154836,0.16258477769404672,0.9799123739007793,0.08972251764478391,0.9530730949776958,0.09607229753215155,0.9691858915647215,0.08262471655328799,0.9823820091253344,0.18841672952812002
64,0.953278702191542,0.07337621161337078,0.9442969412973776,0.04555023923444976,0.934059412530166,0.06462806332682715,0.9418291047559908,0.024424834541443428,0.944289565511433,0.09036669571629684,0.9535531319744188,0.09657389144568632,0.9611591998705203,0.07727723060784428,0.9611417143914389,0.0682442748091603,0.9530231740510203,0.0074834037417018705,0.9401307836734901,0.06009646721418329
65,0.9686503858773837,0.1043336503192501,0.9006294608829273,0.16662883087400682,0.9253859736246917,0.043217665615141954,0.95750682768456,0.13840768333183737,0.9222502782524691,0.10568399096123761,0.9421173201983056,0.07644137335348737,0.9635500521090797,0.14800678541136555,0.8870441472852209,0.02670481640438722,0.9698310463706061,0.13070783723668716,0.9317269102669545,0.0967780287718464
66,0.9849604820795528,0.12234478986233932,0.9815457803038798,0.12446310966879832,0.9892784508644409,0.16249197174052665,0.9890742265662213,0.07606655823845865,0.9729253707620964,0.19812269527321488,0.9812417669664382,0.22127123977344243,0.9851338892893912,0.11224400871459694,0.9781588627889715,0.18408694485442104,0.9810919611795069,0.13020122006737686,0.9850095870443963,0.06727356889368924
67,0.89550659857327,0.09598709417221214,0.9180298359812764,0.1504935742223878,0.9404246604431116,0.1273493764271913,0.9370051514952391,0.10159678774862266,0.9028478871392575,0.15757290686735653,0.9288810862944039,0.18444055944055945,0.8728660809364018,0.14371681415929202,0.9461591908945851,0.17990373044524668,0.922336067870512,0.16288327057557828,0.9244060099097009,0.1546816856079654
68,0.8899657049320464,0.16042077580539119,0.8897218379366824,0.11078334972140282,0.8916049551901645,0.15970098538905877,0.8963257327071846,0.14540466392318244,0.8606074314210399,0.19032564021498577,0.8954991793754904,0.1564648117839607,0.8691877351049955,0.35535006605019814,0.8893956508815757,0.2108355091383812,0.8476505610277313,0.15805070793546264,0.8885025481915417,0.22669853192215772
69,0.9671679213402425,0.1552181248493613,0.9736943150993684,0.1490674985066702,0.9675658245547268,0.116991643454039,0.9816078249100341,0.24957535952893217,0.9630666012178497,0.23378256963162625,0.9538722039435564,0.24897691929939433,0.9696072232098129,0.16072859744990892,0.9515200241723717,0.22213236285213642,0.9800362497517502,0.20654634444784337,0.9645286540313864,0.10738255033557047
70,0.7209629532125704,0.27047863796980404,0.8587452529416312,0.14648212226066898,0.7517324987308885,0.21537503890445067,0.8447314244368525,0.13499025341130605,0.771383272326843,0.18279127212844792,0.8567798753668043,0.33946642134314625,0.7882062988934282,0.15073409461663947,0.8433586141440038,0.23645709766706208,0.8337255258201814,0.20292397660818715,0.8745065175783925,0.195260663507109
71,0.8847674674662306,0.2610433739756146,0.881457530073677,0.35540408958130476,0.893238626997054,0.3764762593395999,0.8565503162651215,0.20323212536728696,0.9002277866609508,0.20365198711063373,0.8803209460143392,0.19080068143100512,0.9035646471984585,0.20902612826603326,0.8587465415089506,0.29097605893186,0.8862350630737271,0.1943254817987152,0.8947415356744625,0.18056658723854913
72,0.8333062322372177,0.45296523517382414,0.8169099419444168,0.16886543535620052,0.8053541484996075,0.1718849840255591,0.7886194566216312,0.13210445468509985,0.8631198054683404,0.09725348941918055,0.8445171810032311,0.18773135906927552,0.8699918172047093,0.11540149188240456,0.8327461206579747,0.1923497267759563,0.9034074714247703,0.37736699729486023,0.8228015262393215,0.2065677966101695
